# This file contains the mean r-statistics values and standard errors for the generalized Haldane-Shastry model with arbitrary interaction range α 
 for various parameters in (m,k)=(0,1) for clean systems and m=0 for disordered systems.
# Here N is the system size, hj is the magnetic field strength, δ is the position disorder strength and α is the interaction range parameter.
# Columns: N, hj, δ, α, mean_r_statistic, std_error
 
N, hj, δ, α, mean_r_statistic, std_error
16 0.0 0.1 0.0 2.89552671623851e-16 0.0
16 0.0 0.1 0.2 0.48286424395716715 0.00026145530655778356
16 0.0 0.1 0.4 0.4499332180863907 0.00013215488763170872
16 0.0 0.1 0.6 0.4259342407026842 9.917781303426088e-5
16 0.0 0.1 0.8 0.4136263790706587 9.055888329869079e-5
16 0.0 0.1 1.0 0.4067758062587653 9.291368872531355e-5
16 0.0 0.1 1.2 0.4032973283890542 9.271844824270888e-5
16 0.0 0.1 1.4 0.4014050281857514 8.951649807246648e-5
16 0.0 0.1 1.6 0.4009080405872784 8.912603628910022e-5
16 0.0 0.1 1.8 0.4002223158347527 9.348229580140412e-5
16 0.0 0.1 2.0 0.3973050571450621 8.607151483162031e-5
16 0.0 0.1 2.2 0.39797261464132927 9.348638977090752e-5
16 0.0 0.1 2.4 0.39768658565906345 8.863400111655774e-5
16 0.0 0.1 2.6 0.3972365146721587 9.246827884157442e-5
16 0.0 0.1 2.8 0.39747537376488384 8.996255106453938e-5
16 0.0 0.1 3.0 0.39679709917950595 8.971882925825222e-5
16 0.0 0.3 0.01 0.5250576691545664 0.00010098340761492312
16 0.0 0.3 0.05 0.5251319719349374 0.00010265990511452694
16 0.0 0.3 0.1 0.5223565934057256 9.487713564612173e-5
16 0.0 0.3 0.2 0.5039698980083284 8.72187902968785e-5
16 0.0 0.3 0.4 0.4576769865083101 8.978011925978001e-5
16 0.0 0.3 0.6 0.4279887917650629 8.779817195517092e-5
16 0.0 0.3 0.8 0.41310858762388936 9.489359312334149e-5
16 0.0 0.3 1.0 0.40583275490479975 8.730340819707834e-5
16 0.0 0.3 1.2 0.4018739863154044 8.960090087580426e-5
16 0.0 0.3 1.4 0.399982479544086 9.055801755431607e-5
16 0.0 0.3 1.6 0.39863064097043316 9.069682723023243e-5
16 0.0 0.3 1.8 0.3979575555292527 8.993051223441908e-5
16 0.0 0.3 2.0 0.39721661514225465 8.640767670851918e-5
16 0.0 0.3 2.2 0.3968854754586945 8.777452066724767e-5
16 0.0 0.3 2.4 0.396821455543791 8.771898409112679e-5
16 0.0 0.3 2.6 0.3966238627228638 9.016597895071185e-5
16 0.0 0.3 2.8 0.3964518170042625 9.299881767160097e-5
16 0.0 0.3 3.0 0.3965972445531105 9.088150028320883e-5
16 0.0 0.5 0.01 0.5276112662110968 8.913038249663355e-5
16 0.0 0.5 0.05 0.5277713822677982 9.184566663584978e-5
16 0.0 0.5 0.1 0.5244844528163042 8.684809898281589e-5
16 0.0 0.5 0.0 2.89552671623851e-16 0.0
16 0.0 0.5 0.2 0.5043733598277712 8.956869675831357e-5
